"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.362052313E0,8.542376757E-1,3.960121393E0,5.942574978E0,7.192112403E0
1.364127091E0,8.644071817E-1,4.017549038E0,6.004190445E0,7.275864412E0
1.366202023E0,8.745766878E-1,4.070191383E0,6.052046776E0,7.345652623E0
1.368275254E0,8.805587292E-1,4.103092670E0,6.156732559E0,7.450913296E0
1.370349757E0,8.865407705E-1,4.117449760E0,6.223731518E0,7.514930543E0
1.372424546E0,8.823533654E-1,4.127020836E0,6.294918060E0,7.578709773E0
1.374498033E0,8.781659007E-1,4.122235298E0,6.337988853E0,7.611445455E0
1.376572201E0,8.835497499E-1,4.141377926E0,6.381059647E0,7.658302260E0
1.378646175E0,8.787640929E-1,4.146163464E0,6.376274109E0,7.656354832E0
1.380720943E0,8.787640929E-1,4.174877167E0,6.409773827E0,7.699806893E0
1.382792345E0,8.787640929E-1,4.189234257E0,6.419344902E0,7.715562129E0
1.384855160E0,8.602197170E-1,4.198805332E0,6.448058605E0,7.742570888E0
1.386943590E0,8.602197170E-1,4.217350006E0,6.471388817E0,7.772058431E0
1.389018428E0,8.560323119E-1,4.179064751E0,6.495915413E0,7.771376362E0
1.391095343E0,8.416753411E-1,4.164707661E0,6.505486488E0,7.770106932E0
1.393166062E0,8.368897438E-1,4.140779495E0,6.505486488E0,7.756790169E0
1.395240170E0,8.368897438E-1,4.121636868E0,6.495915413E0,7.738552317E0
1.397315009E0,8.081758618E-1,4.121636868E0,6.486942291E0,7.727966031E0
1.399389777E0,8.081758618E-1,4.121636868E0,6.486942291E0,7.727966031E0
1.401462867E0,8.027920127E-1,4.135993958E0,6.463014126E0,7.715016048E0
1.403537320E0,8.267202377E-1,4.135993958E0,6.443871498E0,7.701518828E0
1.405612190E0,8.650053740E-1,4.159922123E0,6.452844620E0,7.726085040E0
1.407682665E0,8.745766878E-1,4.174877167E0,6.428916454E0,7.715273846E0
1.409750108E0,8.793623447E-1,4.174279213E0,6.457031727E0,7.738936865E0
1.411843258E0,8.703892231E-1,4.217350006E0,6.500102520E0,7.797111724E0
1.413908810E0,8.416753411E-1,4.250849247E0,6.504888535E0,7.816118701E0
1.415987729E0,8.327022791E-1,4.317848682E0,6.543173313E0,7.883547890E0
1.418054726E0,7.944171429E-1,4.365705013E0,6.557530403E0,7.917808020E0
1.420131507E0,7.950153351E-1,4.418346882E0,6.562315941E0,7.950964033E0
1.422205767E0,7.944171429E-1,4.447659016E0,6.547360897E0,7.954916972E0
1.424279467E0,7.902296782E-1,4.476373196E0,6.552146435E0,7.974522107E0
1.426353666E0,7.848458290E-1,4.500301361E0,6.533003807E0,7.971752258E0
1.428427691E0,7.806583643E-1,4.514657974E0,6.552146435E0,7.995135209E0
1.430502703E0,7.567301393E-1,4.514657974E0,6.556932449E0,7.996758110E0
1.432577420E0,7.322037220E-1,4.519443989E0,6.543173313E0,7.985900905E0
1.434650714E0,7.274180651E-1,4.514657974E0,6.509674072E0,7.955320873E0
1.436724424E0,7.268198729E-1,4.524229527E0,6.442675114E0,7.906009269E0
1.438797330E0,7.166503668E-1,4.548157692E0,6.385845661E0,7.872633038E0
1.440873319E0,6.921239495E-1,4.567300320E0,6.366703033E0,7.866013939E0
1.442947670E0,6.783652306E-1,4.581656933E0,6.385845661E0,7.888649089E0
1.445022245E0,6.640082598E-1,4.586442947E0,6.395416737E0,7.897956768E0
1.447093687E0,6.640082598E-1,4.591228485E0,6.385845661E0,7.892991244E0
1.449160967E0,6.735795736E-1,4.548157692E0,6.395416737E0,7.876598445E0
1.451244626E0,6.735795736E-1,4.505086899E0,6.404987812E0,7.859604715E0
1.453317248E0,6.825526357E-1,4.452444553E0,6.386443615E0,7.815164915E0
1.455389454E0,6.586244106E-1,4.418945312E0,6.381658077E0,7.790149139E0
1.457467222E0,6.586244106E-1,4.371088982E0,6.353542328E0,7.740006790E0
1.459541420E0,6.346961856E-1,4.366302967E0,6.358327866E0,7.739236015E0
1.461617185E0,6.101697683E-1,4.347160339E0,6.320641041E0,7.695493053E0
1.463690214E0,5.712863803E-1,4.366302967E0,6.296712875E0,7.683720633E0
1.465765196E0,5.419743061E-1,4.362115860E0,6.244668961E0,7.636601427E0
1.467838307E0,5.126622319E-1,4.381258488E0,6.172883987E0,7.587011613E0
1.469912809E0,5.072783828E-1,4.419543266E0,6.129813194E0,7.573922619E0
1.471987537E0,4.785645306E-1,4.438685894E0,6.111268997E0,7.568260383E0
1.474061023E0,4.450650215E-1,4.409972191E0,6.111867428E0,7.549891460E0
1.476135273E0,4.408775866E-1,4.414757729E0,6.139982700E0,7.575212631E0
1.478209247E0,4.217349887E-1,4.400400639E0,6.154938221E0,7.577905429E0
1.480281859E0,4.031906128E-1,4.400400639E0,6.207580090E0,7.619720403E0
1.482350340E0,3.846462369E-1,4.409972191E0,6.250650883E0,7.659402321E0
1.484432565E0,3.511467278E-1,4.414757729E0,6.293721676E0,7.695734036E0
1.486508493E0,3.278166950E-1,4.424329281E0,6.303293228E0,7.708025616E0
1.488583596E0,2.847459018E-1,4.433900356E0,6.346961975E0,7.747546638E0
1.490654946E0,2.703889608E-1,4.429114819E0,6.351747513E0,7.748216874E0
1.492728667E0,2.279163599E-1,4.447659016E0,6.394818306E0,7.792773431E0
1.494803150E0,2.039881349E-1,4.471587181E0,6.400202274E0,7.810204365E0
1.496877837E0,1.710868180E-1,4.476373196E0,6.424130440E0,7.831771166E0
1.498952849E0,1.286142170E-1,4.490729809E0,6.471987247E0,7.878439869E0
1.501023457E0,9.032905847E-2,4.481158733E0,6.506084919E0,7.900511623E0
1.503090474E0,6.640082598E-2,4.466801643E0,6.515655994E0,7.900031584E0
1.505175222E0,3.828516230E-2,4.452444553E0,6.544968128E0,7.915954526E0
1.507248779E0,-9.571290575E-3,4.414159775E0,6.573681831E0,7.918218925E0
1.509325479E0,-9.571290575E-3,4.385445595E0,6.535995007E0,7.870924685E0
1.511396982E0,-4.845465720E-2,4.361517429E0,6.512066841E0,7.837869397E0
1.513471944E0,-8.195417374E-2,4.332803726E0,6.507879257E0,7.818720934E0
1.515546651E0,-1.070788130E-1,4.308875561E0,6.417550564E0,7.730642257E0
1.517619872E0,-1.507478207E-1,4.309473515E0,6.346364021E0,7.672719412E0
1.519691649E0,-1.848455518E-1,4.328616142E0,6.275177479E0,7.625545094E0
1.521756459E0,-2.141576260E-1,4.352544308E0,6.241677761E0,7.612427124E0
1.523829773E0,-2.434697002E-1,4.366901398E0,6.189633846E0,7.578962493E0
1.525903880E0,-2.380858511E-1,4.395615101E0,6.222535133E0,7.622208372E0
1.527983134E0,-2.578266263E-1,4.405186653E0,6.212964058E0,7.620568640E0
1.530068084E0,-2.620140910E-1,4.381258488E0,6.260820389E0,7.646041411E0
1.532143086E0,-2.380858511E-1,4.366901398E0,6.246463299E0,7.625274843E0
1.534216278E0,-2.237289101E-1,4.323830605E0,6.275177479E0,7.623871596E0
1.536288239E0,-2.039881349E-1,4.271188259E0,6.308676720E0,7.621290065E0
1.538362976E0,-1.890329868E-1,4.247260094E0,6.342176437E0,7.635322766E0
1.540436432E0,-1.794617027E-1,4.218546391E0,6.370890141E0,7.643074076E0
1.542510681E0,-1.507478207E-1,4.194618225E0,6.390032768E0,7.645264269E0
1.544584645E0,-1.453639716E-1,4.189234257E0,6.446862221E0,7.689788478E0
1.546659363E0,-1.304088384E-1,4.189234257E0,6.466004848E0,7.705576476E0
1.548734324E0,-1.250249892E-1,4.198805332E0,6.518647194E0,7.754892566E0
1.550807628E0,-1.387837082E-1,4.217947960E0,6.556334019E0,7.797170107E0
1.552882029E0,-1.531406492E-1,4.227519512E0,6.599404812E0,7.838846673E0
1.554956818E0,-1.764706671E-1,4.246662140E0,6.647261143E0,7.889953227E0
1.557029501E0,-2.141576260E-1,4.294518471E0,6.704689026E0,7.965024000E0
1.559101400E0,-2.321037948E-1,4.332205296E0,6.762116909E0,8.034183218E0
1.561178528E0,-2.650051117E-1,4.370490551E0,6.809973240E0,8.096119496E0
1.563251629E0,-2.931207716E-1,4.380061626E0,6.867401123E0,8.150586348E0
1.565322531E0,-3.314059377E-1,4.399204254E0,6.887141705E0,8.178969912E0
1.567401389E0,-3.553341627E-1,4.423132420E0,6.906284332E0,8.208966198E0
1.569473694E0,-3.690928817E-1,4.418346882E0,6.915855408E0,8.215051719E0
1.571541820E0,-3.930211067E-1,4.432703972E0,6.925426960E0,8.231941974E0
1.573615611E0,-3.978067636E-1,4.427918434E0,6.939784050E0,8.241681536E0
1.575687837E0,-4.265206456E-1,4.447061062E0,6.926024914E0,8.241850099E0
1.577774547E0,-4.462614357E-1,4.451846600E0,6.906882763E0,8.229405623E0
1.579848511E0,-4.743770957E-1,4.461417675E0,6.911668301E0,8.240172328E0
1.581924673E0,-4.839483798E-1,4.456632137E0,6.912266254E0,8.238640714E0
1.583995230E0,-5.084748268E-1,4.447061062E0,6.907480717E0,8.230928780E0
1.586069775E0,-5.174478889E-1,4.437489510E0,6.921837807E0,8.238379943E0
1.588144471E0,-5.174478889E-1,4.427918434E0,6.917052269E0,8.229205677E0
1.590217998E0,-4.935196638E-1,4.384847641E0,6.921837807E0,8.208671580E0
1.592292136E0,-4.941178858E-1,4.356133461E0,6.921837807E0,8.193405265E0
1.594366263E0,-4.893322289E-1,4.322634220E0,6.908079147E0,8.163710562E0
1.596441194E0,-4.797609448E-1,4.279563427E0,6.893722057E0,8.128237047E0
1.598515921E0,-4.612165689E-1,4.241278172E0,6.850651264E0,8.070476070E0
1.600587332E0,-4.426721931E-1,4.183850288E0,6.821937561E0,8.014948159E0
1.602656821E0,-4.378865361E-1,4.131208420E0,6.798008919E0,7.966903595E0
1.604738334E0,-4.247260094E-1,4.068994999E0,6.736393929E0,7.881377776E0
1.606811851E0,-4.007977843E-1,4.012165546E0,6.693323135E0,7.814005748E0
1.608887697E0,-3.822534084E-1,3.930809498E0,6.669394970E0,7.751013498E0
1.610960065E0,-3.732803464E-1,3.863810301E0,6.617351055E0,7.671877426E0
1.613035026E0,-3.643072546E-1,3.801596880E0,6.588637352E0,7.615444883E0
1.615110770E0,-3.314059377E-1,3.744169235E0,6.550352097E0,7.552201384E0
1.617184705E0,-3.074777126E-1,3.681955814E0,6.545566559E0,7.516367656E0
1.619264121E0,-3.128615618E-1,3.653241873E0,6.488736629E0,7.453037071E0
1.621332002E0,-3.278166950E-1,3.629313707E0,6.440880299E0,7.400291940E0
1.623405641E0,-3.613162339E-1,3.648456335E0,6.436692715E0,7.407617441E0
1.625478223E0,-4.043870270E-1,3.658027649E0,6.451049805E0,7.427027584E0
1.627553887E0,-4.749752879E-1,3.748954773E0,6.523432732E0,7.538928174E0
1.629632154E0,-4.881358147E-1,3.792025566E0,6.642475605E0,7.664216635E0
1.631717613E0,-4.133601189E-1,3.729812384E0,6.474977970E0,7.483829683E0
1.633776888E0,-3.870390654E-1,3.716053486E0,6.278766632E0,7.306282445E0
1.635851310E0,-4.636093974E-1,3.792623997E0,6.265007973E0,7.338205186E0
1.637922437E0,-5.916253924E-1,3.917050600E0,6.375676155E0,7.506167627E0
1.639999565E0,-7.244270444E-1,4.055834293E0,6.443273067E0,7.647898677E0
1.642073753E0,-8.153542876E-1,4.127619267E0,6.448058605E0,7.699318359E0
1.644147799E0,-8.392825127E-1,4.175475597E0,6.429514408E0,7.712175252E0
1.646222445E0,-8.494520187E-1,4.194618225E0,6.381658077E0,7.683876014E0
1.648297345E0,-8.829515576E-1,4.223331928E0,6.386443615E0,7.707321070E0
1.650370669E0,-8.967102766E-1,4.213760853E0,6.424728870E0,7.735438637E0
1.652445183E0,-9.302098155E-1,4.242474556E0,6.425326824E0,7.755559648E0
1.654519921E0,-9.583254457E-1,4.242474556E0,6.497111797E0,7.818531814E0
1.656593286E0,-9.672985673E-1,4.218546391E0,6.540182590E0,7.842562622E0
1.658667585E0,-9.672985673E-1,4.185046673E0,6.573681831E0,7.852615806E0
1.660741591E0,-9.577272534E-1,4.160520554E0,6.583253384E0,7.846425803E0
1.662815545E0,-9.577272534E-1,4.117449760E0,6.578467846E0,7.819646617E0
1.664888116E0,-9.236295223E-1,4.093521118E0,6.616752625E0,7.835267828E0
1.666964461E0,-9.278169870E-1,4.074378967E0,6.664609432E0,7.866284206E0
1.669039014E0,-9.421738982E-1,4.036093712E0,6.693323135E0,7.872630990E0
1.671114546E0,-9.373882413E-1,3.993022680E0,6.702894211E0,7.858226113E0
1.673187849E0,-9.367900491E-1,3.954737663E0,6.745965004E0,7.875631366E0
1.675263818E0,-9.415757060E-1,3.873381615E0,6.756134510E0,7.844424992E0
1.677335514E0,-9.320043921E-1,3.796811342E0,6.756134510E0,7.805751858E0
1.679410759E0,-9.373882413E-1,3.734597921E0,6.728019238E0,7.751913390E0
1.681485549E0,-9.565308690E-1,3.681955814E0,6.728019238E0,7.729035696E0
1.683558333E0,-9.852447510E-1,3.658027649E0,6.699903488E0,7.696790256E0
1.685632766E0,-9.948160052E-1,3.624528170E0,6.699903488E0,7.682159207E0
1.687707381E0,-1.009771109E0,3.600599766E0,6.676573277E0,7.652488947E0
1.689781101E0,-1.033699393E0,3.567100286E0,6.676573277E0,7.639984922E0
1.691855208E0,-1.043270707E0,3.504886866E0,6.667600155E0,7.604573462E0
1.693929244E0,-1.053440213E0,3.466601849E0,6.629913330E0,7.555317030E0
1.696003982E0,-1.049252748E0,3.404388428E0,6.586842537E0,7.488476915E0
1.698076420E0,-1.036092162E0,3.332603693E0,6.510870457E0,7.387230093E0
1.700143620E0,-1.027119160E0,3.270390272E0,6.448657036E0,7.303122884E0
1.702234705E0,-1.037288666E0,3.208176851E0,6.415755749E0,7.247778164E0
1.704301599E0,-1.071386337E0,3.165106058E0,6.354140759E0,7.179197018E0
1.706377558E0,-1.100100160E0,3.180061340E0,6.325426579E0,7.164777170E0
1.708447178E0,-1.106082320E0,3.151347399E0,6.249454498E0,7.085907850E0
1.710523076E0,-1.101894855E0,3.146561861E0,6.192026615E0,7.032511459E0
1.712597823E0,-1.107278705E0,3.141776085E0,6.115456581E0,6.963880548E0
1.714672877E0,-1.131805062E0,3.184846878E0,6.101697922E0,6.975310019E0
1.716742416E0,-1.135992527E0,3.237488985E0,6.129813194E0,7.024700972E0
1.718805943E0,-1.164108157E0,3.290131092E0,6.153741837E0,7.074506979E0
1.720895400E0,-1.168893814E0,3.337987661E0,6.187241077E0,7.126740245E0
1.722968775E0,-1.153938770E0,3.376272678E0,6.200999737E0,7.154242771E0
1.725046656E0,-1.168295622E0,3.414557934E0,6.229713917E0,7.199545543E0
1.727116928E0,-1.176670551E0,3.443271875E0,6.306283951E0,7.280789247E0
1.729191685E0,-1.176072359E0,3.476771355E0,6.377470493E0,7.358207332E0
1.731266718E0,-1.146760225E0,3.500101328E0,6.434299946E0,7.413904782E0
1.733339951E0,-1.150947690E0,3.514458179E0,6.448657036E0,7.433792736E0
1.735411871E0,-1.146162033E0,3.543172121E0,6.482156754E0,7.475701456E0
1.737479071E0,-1.121037364E0,3.581457376E0,6.572485447E0,7.568429603E0
1.739562637E0,-1.106082320E0,3.576671600E0,6.615556240E0,7.601419749E0
1.741636836E0,-1.067198873E0,3.586242914E0,6.672386169E0,7.649888160E0
1.743713363E0,-1.037886858E0,3.562314749E0,6.714858532E0,7.671806867E0
1.745785833E0,-1.004387259E0,3.542573929E0,6.757929325E0,7.695988083E0
1.747861537E0,-9.792626500E-1,3.518645763E0,6.829115868E0,7.744459108E0
1.749933833E0,-9.403793216E-1,3.489931822E0,6.876972198E0,7.768956430E0
1.752008296E0,-9.020941257E-1,3.475574970E0,6.871588230E0,7.753200629E0
1.754082810E0,-8.685946465E-1,3.442075491E0,6.881159782E0,7.742912908E0
1.756156551E0,-8.159525394E-1,3.418147087E0,6.904489517E0,7.747353325E0
1.758230698E0,-7.920243144E-1,3.375076294E0,6.909275532E0,7.730234853E0
1.760304764E0,-7.489534616E-1,3.322434187E0,6.890132904E0,7.685924255E0
1.762376440E0,-7.112665176E-1,3.269792080E0,6.875775814E0,7.646811973E0
1.764441585E0,-6.921239495E-1,3.217149973E0,6.875775814E0,7.622688670E0
1.766527746E0,-6.681957245E-1,3.159124136E0,6.880561352E0,7.600570725E0
1.768602097E0,-6.634100676E-1,3.106482029E0,6.894918442E0,7.591458610E0
1.770680029E0,-6.346961856E-1,3.068196774E0,6.890132904E0,7.569055564E0
1.772750280E0,-6.107679605E-1,3.039483070E0,6.866204739E0,7.533675222E0
1.774824509E0,-5.826523304E-1,2.996412039E0,6.842276573E0,7.492310561E0
1.776898494E0,-5.359922647E-1,2.968296528E0,6.741179466E0,7.385226644E0
1.778973221E0,-5.359922647E-1,2.939582586E0,6.717849731E0,7.352410387E0
1.781048224E0,-5.318048596E-1,2.925225735E0,6.684350014E0,7.315756770E0
1.783121375E0,-5.461617708E-1,2.872583628E0,6.669992924E0,7.282776598E0
1.785195960E0,-5.557330847E-1,2.839084148E0,6.661019802E0,7.262122477E0
1.787270657E0,-5.754738450E-1,2.819941521E0,6.622735023E0,7.221070524E0
1.789344213E0,-6.143572330E-1,2.772084951E0,6.594619274E0,7.179895066E0
1.791418422E0,-6.334998012E-1,2.738585472E0,6.580860615E0,7.156039325E0
1.793492469E0,-6.717849374E-1,2.733799934E0,6.576673031E0,7.153851077E0
1.795567196E0,-6.867401004E-1,2.757728100E0,6.543173313E0,7.133708239E0
1.797639736E0,-7.154539824E-1,2.796013355E0,6.533602238E0,7.142655198E0
1.799704779E0,-7.776673436E-1,2.834298372E0,6.548557281E0,7.177855963E0
1.801789720E0,-8.303094506E-1,2.867797852E0,6.543771744E0,7.192678704E0
1.803864540E0,-8.536394835E-1,2.877369165E0,6.558128834E0,7.212281711E0
1.805940650E0,-8.877372146E-1,2.886940479E0,6.553941250E0,7.216415218E0
1.808012305E0,-8.775677085E-1,2.839084148E0,6.577869415E0,7.217956077E0
1.810086228E0,-8.727820516E-1,2.796013355E0,6.582654953E0,7.204913977E0
1.812161210E0,-8.584251404E-1,2.690729141E0,6.602396011E0,7.181124572E0
1.814236966E0,-8.626125455E-1,2.618944407E0,6.655037880E0,7.203644869E0
1.816309354E0,-8.243274093E-1,2.528017044E0,6.698108673E0,7.206597370E0
1.818383673E0,-7.902296782E-1,2.426920414E0,6.736393929E0,7.203707990E0
1.820458187E0,-7.369893789E-1,2.326421738E0,6.778866768E0,7.204750246E0
1.822531796E0,-6.891329288E-1,2.240280151E0,6.817151546E0,7.208835867E0
1.824606066E0,-6.454638839E-1,2.168495417E0,6.884150982E0,7.246415027E0
1.826679268E0,-6.017948985E-1,2.115255117E0,6.945765972E0,7.285610904E0
1.828751634E0,-5.629115105E-1,2.067398787E0,6.998407841E0,7.319065474E0
1.830829831E0,-5.186443329E-1,2.043470621E0,7.069594383E0,7.377257544E0
1.832903023E0,-4.749752879E-1,1.990230203E0,7.140780926E0,7.428147145E0
1.834974434E0,-4.217349887E-1,1.961516380E0,7.221538544E0,7.495066767E0
1.837036791E0,-3.583251834E-1,1.889731646E0,7.317251682E0,7.565821490E0
1.839125689E0,-2.901297510E-1,1.826920033E0,7.445267677E0,7.671624526E0
1.841199989E0,-2.123630047E-1,1.779063582E0,7.559525013E0,7.768949974E0
1.843277870E0,-1.387837082E-1,1.692323804E0,7.692924976E0,7.878090852E0
1.845348915E0,-6.101697683E-2,1.610369682E0,7.831110477E0,7.995205119E0
1.847423603E0,-1.196411345E-2,1.557727575E0,7.950153351E0,8.101333016E0
1.849496854E0,2.273181453E-2,1.500299811E0,8.059624672E0,8.198107471E0
1.851571307E0,7.597211748E-2,1.451845169E0,8.121838570E0,8.250932548E0
1.853646085E0,1.058823988E-1,1.470987678E0,8.202595711E0,8.334122163E0
1.855719470E0,1.160518974E-1,1.461416483E0,8.278568268E0,8.407371691E0
1.857793781E0,1.501496136E-1,1.523629785E0,8.325826645E0,8.465422727E0
1.859867826E0,1.459621787E-1,1.566700578E0,8.335397720E0,8.482612264E0
1.861942543E0,1.453639716E-1,1.648056626E0,8.316255569E0,8.479229212E0
1.864016508E0,1.172483116E-1,1.695913076E0,8.364111900E0,8.535117821E0
1.866087096E0,9.332008660E-2,1.786840320E0,8.358727455E0,8.548089356E0
1.868165199E0,7.896314561E-2,1.849053741E0,8.325227737E0,8.528461279E0
1.870239988E0,4.546362907E-2,1.901695848E0,8.316255569E0,8.531038667E0
1.872314278E0,3.050848842E-2,1.973480463E0,8.277371407E0,8.509432020E0
1.874387612E0,6.580262445E-3,2.035693884E0,8.263014793E0,8.510082630E0
1.876461649E0,-1.794617064E-2,2.108076811E0,8.206185341E0,8.472649394E0
1.878536629E0,-4.666004330E-2,2.175075769E0,8.167900085E0,8.452675527E0
1.880613991E0,-6.640082598E-2,2.232503414E0,8.134400368E0,8.435457895E0
1.882691150E0,-7.178468257E-2,2.266003132E0,8.076972961E0,8.389124832E0
1.884759062E0,-8.733802289E-2,2.300100803E0,7.971688747E0,8.297343739E0
1.886833526E0,-1.070788130E-1,2.314457655E0,7.895716667E0,8.228640337E0
1.888905648E0,-1.316052526E-1,2.333600283E0,7.833503246E0,8.174765032E0
1.890981454E0,-1.465603858E-1,2.319243431E0,7.786244869E0,8.125637157E0
1.893055419E0,-1.423729509E-1,2.314457655E0,7.733603001E0,8.073759946E0
1.895130309E0,-1.190429255E-1,2.257628202E0,7.690532207E0,8.015942986E0
1.897205484E0,-1.244267747E-1,2.209771633E0,7.633702278E0,7.948080470E0
1.899275847E0,-1.154536903E-1,2.166700840E0,7.585845947E0,7.890055819E0
1.901342497E0,-8.793623000E-2,2.109273195E0,7.523632526E0,7.814205819E0
1.903427652E0,-6.999006122E-2,2.027917147E0,7.418946743E0,7.691431423E0
1.905501129E0,-3.708875179E-2,1.956132531E0,7.337590694E0,7.593949384E0
1.907577952E0,-1.435693540E-2,1.908874273E0,7.261020184E0,7.507757403E0
1.909649301E0,-5.982056609E-4,1.822732687E0,7.213762283E0,7.440478552E0
1.911724069E0,2.273181453E-2,1.750947952E0,7.170691490E0,7.381405822E0
1.913799031E0,5.144568533E-2,1.688734531E0,7.161119938E0,7.357724495E0
1.915872304E0,7.537391037E-2,1.636092424E0,7.156334400E0,7.341362387E0
1.917946726E0,8.075776696E-2,1.592423439E0,7.208976269E0,7.383202088E0
1.920021474E0,1.435693651E-1,1.544566989E0,7.270591736E0,7.434231873E0
1.922094960E0,1.782652885E-1,1.477568030E0,7.385447025E0,7.533910907E0
1.924169230E0,2.458625287E-1,1.414756417E0,7.437490940E0,7.574843602E0
1.926243184E0,2.997010350E-1,1.338186026E0,7.546962738E0,7.670541644E0
1.928317880E0,3.290131092E-1,1.280758262E0,7.633104324E0,7.746797595E0
1.930392924E0,3.643072546E-1,1.213161111E0,7.776075363E0,7.878567618E0
1.932466095E0,3.463610709E-1,1.170090318E0,7.886145115E0,7.979997626E0
1.934538645E0,3.284149170E-1,1.155135155E0,8.044071198E0,8.133220458E0
1.936604798E0,3.062812984E-1,1.183848977E0,8.173283577E0,8.264252602E0
1.938678263E0,3.068794906E-1,1.211964726E0,8.254041672E0,8.348187674E0
1.940763051E0,3.236292601E-1,1.231107235E0,8.416155815E0,8.511876387E0
1.942838999E0,3.487538993E-1,1.273579836E0,8.563912392E0,8.665115714E0
1.944914663E0,3.649054468E-1,1.321436286E0,8.682954788E0,8.790509297E0
1.946987722E0,3.613162339E-1,1.364507079E0,8.816354752E0,8.928635959E0
1.949060058E0,3.529413342E-1,1.426122308E0,8.926424980E0,9.046516200E0
1.951134481E0,3.403790295E-1,1.473978758E0,9.050253868E0,9.175814206E0
1.953208985E0,3.463610709E-1,1.512263894E0,9.164510727E0,9.294899942E0
1.955282685E0,3.278166950E-1,1.540977836E0,9.193224907E0,9.327242929E0
1.957356884E0,2.895315289E-1,1.573879123E0,9.232108116E0,9.369778240E0
1.959430887E0,2.853440940E-1,1.588235974E0,9.293723106E0,9.432772866E0
1.961503001E0,2.901297510E-1,1.583450437E0,9.293723106E0,9.432114277E0
1.963570171E0,2.997010350E-1,1.612164259E0,9.279366493E0,9.423138374E0
1.965653759E0,2.997010350E-1,1.616949916E0,9.265008926E0,9.409821366E0
1.967728303E0,3.086741269E-1,1.598405480E0,9.207581520E0,9.350387010E0
1.969802237E0,3.224328458E-1,1.560120344E0,9.164510727E0,9.301945780E0
1.971860485E0,3.361915946E-1,1.555334687E0,9.121439934E0,9.259198521E0
1.973937938E0,3.738785386E-1,1.502692580E0,9.078369141E0,9.209487304E0
1.976011933E0,4.019941986E-1,1.454836130E0,9.030512810E0,9.155780093E0
1.978092683E0,4.546363056E-1,1.383051515E0,8.992227554E0,9.109318419E0
1.980177155E0,5.162515044E-1,1.301695466E0,8.958727837E0,9.067509644E0
1.982250265E0,6.017948985E-1,1.191625714E0,8.939585686E0,9.038712363E0
1.984324820E0,6.490531564E-1,1.095912814E0,8.906085968E0,8.996702850E0
1.986396892E0,7.256234884E-1,1.004985452E0,8.900702477E0,8.986602794E0
1.988470419E0,7.980063558E-1,9.092726111E-1,8.924630165E0,9.006254183E0
1.990544597E0,8.650053740E-1,8.273184299E-1,8.952746391E0,9.032405993E0
1.992618552E0,9.367900491E-1,7.459624410E-1,8.952147484E0,9.031886853E0
1.994693290E0,1.009172916E0,6.837490797E-1,9.008976936E0,9.091072996E0
1.996768007E0,1.071386337E0,6.311069727E-1,9.032905579E0,9.118089048E0
1.998839804E0,1.100698471E0,6.119644046E-1,9.080163956E0,9.167083234E0
2.000912436E0,1.134796143E0,5.922235847E-1,9.142376900E0,9.231551681E0
2.002990775E0,1.135992527E0,6.305087805E-1,9.237491608E0,9.328412059E0
2.005064454E0,1.141376376E0,6.544370055E-1,9.290133476E0,9.382835810E0
2.007138572E0,1.132403374E0,6.927221417E-1,9.346963882E0,9.440759248E0
2.009209352E0,1.152144074E0,7.166503668E-1,9.375677109E0,9.473349195E0
2.011287640E0,1.171884894E0,7.549355626E-1,9.408578873E0,9.511287942E0
2.013363161E0,1.167099237E0,7.686942816E-1,9.451649666E0,9.554406990E0
2.015436210E0,1.168295622E0,7.878368497E-1,9.532406807E0,9.635994038E0
2.017509819E0,1.188036442E0,7.830511928E-1,9.570692062E0,9.675884782E0
2.019584291E0,1.183848977E0,7.686942816E-1,9.623334885E0,9.726302669E0
2.021655540E0,1.184447169E0,7.639086246E-1,9.675976753E0,9.778087626E0
2.023719627E0,1.179661512E0,7.543373108E-1,9.709476471E0,9.809921478E0
2.025792920E0,1.171286702E0,7.728816867E-1,9.780662537E0,9.880820730E0
2.027868624E0,1.143171072E0,7.968099117E-1,9.838089943E0,9.936285013E0
2.029958579E0,1.138983607E0,8.303094506E-1,9.905089378E0,1.000487346E1
2.032031821E0,1.115653515E0,8.542376757E-1,9.952945709E0,1.005164330E1
2.034108970E0,1.092323542E0,9.020941257E-1,1.000080204E1,1.010064285E1
2.036187279E0,1.083350420E0,9.308080077E-1,1.003430176E1,1.013544589E1
2.038252922E0,1.064207911E0,9.260223508E-1,1.008215809E1,1.018037168E1
2.040326184E0,1.103091240E0,8.727820516E-1,1.010548782E1,1.020291345E1
2.042398073E0,1.170090318E0,8.201399446E-1,1.010070229E1,1.020127088E1
2.044476260E0,1.246660590E0,7.531409264E-1,1.010967541E1,1.021405506E1
2.046556308E0,1.328614831E0,6.765705943E-1,1.017129040E1,1.027998606E1
2.048623070E0,1.424925923E0,5.808576941E-1,1.022333431E1,1.033848993E1
2.050697593E0,1.535593987E0,5.036891699E-1,1.028016472E1,1.040641813E1
2.052770724E0,1.627119422E0,4.366901219E-1,1.033639526E1,1.047278773E1
2.054843966E0,1.737189293E0,3.792623878E-1,1.036929703E1,1.052064577E1
2.056916343E0,1.856830359E0,3.020938635E-1,1.038305569E1,1.055210524E1
